train_mse,train_rmse,train_r2,test_mse,test_rmse,test_r2,cross_val_mse,cross_val_rmse,cross_val_r2
5.913247610451391e-28,0.902384548305369,1.0,4.071515915998327,0.8014446273042779,0.6388295275484346,0.8249359330506426,0.9082598378496335,0.9276238873970524
